titulo,titulo_normalizado,categoria_estimada,energia_kcal_100g,proteinas_100g,hidratos_100g,grasas_100g,grasas_saturadas_100g,azucares_100g,fibra_100g,sal_100g,energia_calculada_kcal,energia_error_pct,energia_consistente,densidad_proteica_kcal,densidad_carbohidrato_kcal,densidad_grasa_kcal,energy_source,data_quality
Pan campeón del mundo rebanado,pan campeón del mundo rebanado,carbohidratos,367,9.4,56.4,11.6,2.2,12.5,2.3,228,367.6,0.001632,True,0.025613,0.153678,0.031608,original,ok
Pan de fibra y sésamo Hacendado,pan de fibra y sésamo hacendado,carbohidratos,391,13,60.1,7.6,1.1,3,24.7,1.13,360.8,0.083703,True,0.033248,0.153708,0.019437,original,ok
Pan de hamburguesa Brioche Hacendado,pan de hamburguesa brioche hacendado,carbohidratos,340,11.1,46.7,12,2.27,11.1,2,0.853,339.2,0.002358,True,0.032647,0.137353,0.035294,original,ok
Pan de hamburguesa Hacendado,pan de hamburguesa hacendado,carbohidratos,264,9.1,46,4.2,0.6,4.7,3.3,1,258.2,0.022463,True,0.03447,0.174242,0.015909,original,ok
Pan de hamburguesa Hacendado Rústico 100% integral,pan de hamburguesa hacendado rústico 100% integral,carbohidratos,263,11,40,4.8,1.1,2,8,1.1,247.2,0.063916,True,0.041825,0.152091,0.018251,original,ok
Pan de leche Hacendado,pan de leche hacendado,carbohidratos,332.5,8.5,50,10,4.5,17,2.25,,324,0.026235,True,0.025564,0.150376,0.030075,original,ok
Pan de molde 100% integral Hacendado,pan de molde 100% integral hacendado,carbohidratos,248,8.62,41.4,3.79,0.69,2.41,7.59,1.19,234.19,0.058969,True,0.034758,0.166935,0.015282,original,ok
Pan de molde 100% integral familiar Hacendado,pan de molde 100% integral familiar hacendado,carbohidratos,247,8.75,40.6,3.75,0.938,2.81,7.5,1.17,231.15,0.06857,True,0.035425,0.164372,0.015182,original,ok
Pan de molde 100% integral sin corteza Hacendado,pan de molde 100% integral sin corteza hacendado,carbohidratos,225,9.29,35,4.9,0.9,1.8,6.43,0.99,221.26,0.016903,True,0.041289,0.155556,0.021778,original,ok
Pan de molde 12 cereales y semillas Hacendado,pan de molde 12 cereales y semillas hacendado,carbohidratos,263,10.7,37.2,6.05,0.93,3.49,6.28,1.08,246.05,0.068888,True,0.040684,0.141445,0.023004,original,ok
Pan de molde blanco Hacendado,pan de molde blanco hacendado,carbohidratos,240,9.41,41.8,2.44,0.697,3.14,3.83,0.923,226.8,0.058201,True,0.039208,0.174167,0.010167,original,ok
Pan de molde blanco familiar Hacendado,pan de molde blanco familiar hacendado,carbohidratos,254,8.89,47.6,2.22,0.635,3.49,3.81,,245.94,0.032772,True,0.035,0.187402,0.00874,original,ok
Pan de molde blanco natural rústico Hacendado,pan de molde blanco natural rústico hacendado,carbohidratos,265,9.1,47,4.5,0.6,3.8,1.2,1.1,264.9,0.000378,True,0.03434,0.177358,0.016981,original,ok
Pan de molde blanco rebanada gruesa Hacendado,pan de molde blanco rebanada gruesa hacendado,carbohidratos,255,9,48,2.2,0.5,5,3,1.1,247.8,0.029056,True,0.035294,0.188235,0.008627,original,ok
Pan de molde blanco sin corteza Hacendado,pan de molde blanco sin corteza hacendado,carbohidratos,225,8,42,2.1,0.5,5,3,1.1,218.9,0.027867,True,0.035556,0.186667,0.009333,original,ok
Pan de molde cereales sin gluten Hacendado,pan de molde cereales sin gluten hacendado,carbohidratos,244,4.1,34.1,7.7,0,3,11.1,1.3,222.1,0.098604,True,0.016803,0.139754,0.031557,original,ok
Pan de molde con 35% avena Hacendado 0% azúcares añadidos con harina 100% integral,pan de molde con 35% avena hacendado 0% azúcares añadidos con harina 100% integral,carbohidratos,266,13.4,34.2,6.84,1.32,1.58,6.05,0.0025,251.96,0.055723,True,0.050376,0.128571,0.025714,original,ok
Pan de molde con 55% centeno Hacendado,pan de molde con 55% centeno hacendado,carbohidratos,,,,,,,,,0,,,,,,original,missing_macros
Pan de molde espelta 100% integral Hacendado natural,pan de molde espelta 100% integral hacendado natural,carbohidratos,617.647059,12,35,4.1,0.8,3.7,7.4,1.1,224.9,1.746319,False,0.019429,0.056667,0.006638,original,ok
Pan de molde semillas y pipas de calabaza Hacendado,pan de molde semillas y pipas de calabaza hacendado,carbohidratos,367,9.4,56.4,11.6,2.2,12.5,2.3,228,367.6,0.001632,True,0.025613,0.153678,0.031608,original,ok
Pan de molde sin gluten blanco Hacendado,pan de molde sin gluten blanco hacendado,carbohidratos,282,1,40,11,1.3,3.3,9,1.3,263,0.072243,True,0.003546,0.141844,0.039007,original,ok
Pan de pita Mission,pan de pita mission,carbohidratos,254,9.3,50.8,1,0.2,3.9,2.6,0.7,249.4,0.018444,True,0.036614,0.2,0.003937,original,ok
Pan hot dog Hacendado,pan hot dog hacendado,carbohidratos,270,9,48,4,0.6,5.5,2.5,0.0025,264,0.022727,True,0.033333,0.177778,0.014815,original,ok
Pan integral de trigo 100% rebanado,pan integral de trigo 100% rebanado,carbohidratos,367,9.4,56.4,11.6,2.2,12.5,2.3,228,367.6,0.001632,True,0.025613,0.153678,0.031608,original,ok
Pan integral trigo 100%,pan integral trigo 100%,carbohidratos,367,9.4,56.4,11.6,2.2,12.5,2.3,228,367.6,0.001632,True,0.025613,0.153678,0.031608,original,ok
Pan maxi hamburguesa Hacendado,pan maxi hamburguesa hacendado,carbohidratos,270,10,45,4.5,0.8,5.5,3.5,1.0825,260.5,0.036468,True,0.037037,0.166667,0.016667,original,ok
Pan mini semillas,pan mini semillas,carbohidratos,367,9.4,56.4,11.6,2.2,12.5,2.3,228,367.6,0.001632,True,0.025613,0.153678,0.031608,original,ok
Pan rallado Hacendado,pan rallado hacendado,carbohidratos,369,9.58,78.12,1.26,0.3,3.4,,1,362.14,0.018943,True,0.025962,0.211707,0.003415,original,ok
Pan rallado casero Hacendado,pan rallado casero hacendado,carbohidratos,357,8.78,76.52,1.78,0.43,2.68,,1,357.22,0.000616,True,0.024594,0.214342,0.004986,original,ok
Pan rallado con ajo y perejil Hacendado,pan rallado con ajo y perejil hacendado,carbohidratos,336,8.7,71.3,1.7,0.4,2.6,6.8,1.02,335.3,0.002088,True,0.025893,0.212202,0.00506,original,ok
Pan rallado de arroz Hacendado,pan rallado de arroz hacendado,carbohidratos,113.142857,2.057143,23.685714,1.142857,0.257143,0.142857,0.257143,0,113.26,0.001034,True,0.018182,0.209343,0.010101,original,ok
Pan redondo sin gluten Hacendado,pan redondo sin gluten hacendado,carbohidratos,259,1.62,56.2,8,0.75,2.87,10,1.23,303.28,0.146004,True,0.006255,0.216988,0.030888,original,ok
Pan tostado 100% espelta integral Hacendado,pan tostado 100% espelta integral hacendado,carbohidratos,384,17.5,60.4,6,0.7,4.4,9.3,2.2,365.6,0.050328,True,0.045573,0.157292,0.015625,original,ok
Pan tostado 100% integral,pan tostado 100% integral,carbohidratos,376,16,59.4,6,0.7,3.3,10.2,1.5,355.6,0.057368,True,0.042553,0.157979,0.015957,original,ok
Pan tostado 100% integral bajo en sal y en azúcares Hacendado,pan tostado 100% integral bajo en sal y en azúcares hacendado,carbohidratos,388,17.7,61,5.7,0.6,2.9,10.9,0.2,366.1,0.05982,True,0.045619,0.157216,0.014691,original,ok
Pan tostado cereales y semillas Hacendado,pan tostado cereales y semillas hacendado,carbohidratos,367,9.4,56.4,11.6,2.2,12.5,2.3,228,367.6,0.001632,True,0.025613,0.153678,0.031608,original,ok
Pan tostado classic Hacendado,pan tostado classic hacendado,carbohidratos,367,9.4,56.4,11.6,2.2,12.5,2.3,228,367.6,0.001632,True,0.025613,0.153678,0.031608,original,ok
Pan tostado con ajo y perejil Hacendado,pan tostado con ajo y perejil hacendado,carbohidratos,367,9.4,56.4,11.6,2.2,12.5,2.3,228,367.6,0.001632,True,0.025613,0.153678,0.031608,original,ok
Pan tostado con tomate Hacendado,pan tostado con tomate hacendado,carbohidratos,367,9.4,56.4,11.6,2.2,12.5,2.3,228,367.6,0.001632,True,0.025613,0.153678,0.031608,original,ok
Pan tostado de maíz y pipas Hacendado,pan tostado de maíz y pipas hacendado,carbohidratos,367,9.4,56.4,11.6,2.2,12.5,2.3,228,367.6,0.001632,True,0.025613,0.153678,0.031608,original,ok
Pan tostado pasas Hacendado,pan tostado pasas hacendado,carbohidratos,417,9.8,71,9.7,1,16,3.3,1.4,410.5,0.015834,True,0.023501,0.170264,0.023261,original,ok
Pan tostado vitalité Wasa,pan tostado vitalité wasa,carbohidratos,65,2.1,11,1,0.2,0,1.8,0.2075,61.4,0.058632,True,0.032308,0.169231,0.015385,original,ok
Panceta curada sin corteza La Selva lonchas,panceta curada sin corteza la selva lonchas,carbohidratos,488,16,2,46,17,0.8,0.9,2.8525,486,0.004115,True,0.032787,0.004098,0.094262,original,ok
Panceta de cerdo,panceta de cerdo,carbohidratos,151.8,23.5,0,6.9,4.8,0,0,249.4,156.1,0.027546,True,0.154809,0,0.045455,original,ok
Panceta fina sin corteza corte fino,panceta fina sin corteza corte fino,carbohidratos,151.8,23.5,0,6.9,4.8,0,0,249.4,156.1,0.027546,True,0.154809,0,0.045455,original,ok
Panceta salada ibérica La Hacienda del ibérico,panceta salada ibérica la hacienda del ibérico,carbohidratos,,,,,,,,,0,,,,,,original,missing_macros
Panceta salada ibérica La Hacienda del ibérico,panceta salada ibérica la hacienda del ibérico,carbohidratos,,,,,,,,,0,,,,,,original,missing_macros
Panecillo de queso 18%,panecillo de queso 18%,carbohidratos,,,,,,,,,0,,,,,,original,missing_macros
Panecillo de trigo integral 30%,panecillo de trigo integral 30%,carbohidratos,,,,,,,,,0,,,,,,original,missing_macros
Panecillo harina integral 50% de trigo sin sal añadida,panecillo harina integral 50% de trigo sin sal añadida,carbohidratos,,,,,,,,,0,,,,,,original,missing_macros
Panecillo sin sal añadida,panecillo sin sal añadida,carbohidratos,,,,,,,,,0,,,,,,original,missing_macros
Panecillo tostado 100% integral de trigo Hacendado,panecillo tostado 100% integral de trigo hacendado,carbohidratos,382,13.3,59.6,7.8,0.8,4,10.3,1.8,361.8,0.055832,True,0.034817,0.156021,0.020419,original,ok
Panecillo tostado classic Hacendado,panecillo tostado classic hacendado,carbohidratos,,,,,,,,,0,,,,,,original,missing_macros
Panecillos tostados cereales y semillas Hacendado,panecillos tostados cereales y semillas hacendado,carbohidratos,425,13.8,59.8,13,1.6,3.8,6.8,1.4,411.4,0.033058,True,0.032471,0.140706,0.030588,original,ok
Panela azúcar moreno de caña integral Hacendado,panela azúcar moreno de caña integral hacendado,carbohidratos,376,0,94,0,0,94,,0,376,0,True,0,0.25,0,original,ok
Panes especiales con tomate y orégano Hacendado,panes especiales con tomate y orégano hacendado,carbohidratos,483,9.6,57.6,23.1,2.1,4.6,3.3,2,476.7,0.013216,True,0.019876,0.119255,0.047826,original,ok
Panes especiales pipas calabaza Hacendado,panes especiales pipas calabaza hacendado,carbohidratos,527,13,51.8,28.9,3.6,1.37,3.9,1.5,519.3,0.014828,True,0.024668,0.098292,0.054839,original,ok
Panes especiales sabor fuet Hacendado,panes especiales sabor fuet hacendado,carbohidratos,493,8.3,60,24,2.3,4.1,2.9,1.9675,489.2,0.007768,True,0.016836,0.121704,0.048682,original,ok
Panes especiales sabor pizza con queso Hacendado,panes especiales sabor pizza con queso hacendado,carbohidratos,493,13,50,26,5.9,3.4,4.7,1.9675,486,0.014403,True,0.026369,0.10142,0.052738,original,ok
Panna Cotta con caramelo Hacendado,panna cotta con caramelo hacendado,carbohidratos,201,3.3,21,11,7.4,19,,0.08,196.2,0.024465,True,0.016418,0.104478,0.054726,original,ok
Papaya,papaya,otros,625,6.2,162.5,0,0,100,25,45,674.8,0.0738,True,0.00992,0.26,0,original,ok
Parrillada de verduras Hacendado ultracongeladas,parrillada de verduras hacendado ultracongeladas,otros,55,2.2,10,0.1,0,4.7,2.9,0.03,49.7,0.10664,True,0.04,0.181818,0.001818,original,ok
Pasas moscatel sin semillas Hacendado,pasas moscatel sin semillas hacendado,otros,321,2.9,73,1,0.2,64,4.2,0,312.6,0.026871,True,0.009034,0.227414,0.003115,original,ok
Pasas sultanas sin semillas Hacendado,pasas sultanas sin semillas hacendado,otros,324,3.1,73,1.1,0.4,61,4.8,0,314.3,0.030862,True,0.009568,0.225309,0.003395,original,ok
Pasta con pollo al pesto Hacendado ultracongelada,pasta con pollo al pesto hacendado ultracongelada,proteinas,188,9.1,19.3,7.8,2.2,2.8,,0.88,183.8,0.022851,True,0.048404,0.10266,0.041489,original,ok
Pasta de almendra Hacendado,pasta de almendra hacendado,carbohidratos,669.6,22.3,140.4,3.2,0,6.4,6.4,0,679.6,0.014715,True,0.033303,0.209677,0.004779,original,ok
Pasta de sésamo Tahini Hacendado,pasta de sésamo tahini hacendado,carbohidratos,663,26,1.9,59,,,10,0.01,642.6,0.031746,True,0.039216,0.002866,0.088989,original,ok
Pasta estrellas Hacendado,pasta estrellas hacendado,carbohidratos,366,12,74,1.5,0.3,3.5,4,0.04,357.5,0.023776,True,0.032787,0.202186,0.004098,original,ok
Pasta estrellas sin gluten Felicia,pasta estrellas sin gluten felicia,carbohidratos,341,6.3,73,2,0.5,0.3,2.8,0.01,335.2,0.017303,True,0.018475,0.214076,0.005865,original,ok
Pasta fresca girasoles rellena de carrillera y puré de patata Hacendado,pasta fresca girasoles rellena de carrillera y puré de patata hacendado,carbohidratos,236,9.1,28,9.6,,,2.8,1.48,234.8,0.005111,True,0.038559,0.118644,0.040678,original,ok
Pasta fresca girasoles rellena de queso de cabra y cebolla caramelizada Hacendado,pasta fresca girasoles rellena de queso de cabra y cebolla caramelizada hacendado,carbohidratos,273,9.2,35,11,4.6,4.9,2.7,7.11,275.8,0.010152,True,0.0337,0.128205,0.040293,original,ok
Pasta fresca girasoles rellena de quesos Hacendado,pasta fresca girasoles rellena de quesos hacendado,carbohidratos,274,10,35,10,5.3,6.7,,1.08,270,0.014815,True,0.036496,0.127737,0.036496,original,ok
Pasta fresca gnocchi Hacendado,pasta fresca gnocchi hacendado,carbohidratos,669.6,22.3,140.4,3.2,0,6.4,6.4,0,679.6,0.014715,True,0.033303,0.209677,0.004779,original,ok
Pasta fresca gnocchi rellena de quesos Hacendado,pasta fresca gnocchi rellena de quesos hacendado,carbohidratos,669.6,22.3,140.4,3.2,0,6.4,6.4,0,679.6,0.014715,True,0.033303,0.209677,0.004779,original,ok
Pasta fresca medialunas rellenas de parmigiano reggiano y trufa Hacendado,pasta fresca medialunas rellenas de parmigiano reggiano y trufa hacendado,carbohidratos,287,11,30,14,8.2,4.2,,1.75,290,0.010345,True,0.038328,0.10453,0.04878,original,ok
Pasta fresca ravioli Serrana rellena de jamón serrano y queso Hacendado,pasta fresca ravioli serrana rellena de jamón serrano y queso hacendado,carbohidratos,256,10,35,8,2.8,4.6,21,11.8025,252,0.015873,True,0.039062,0.136719,0.03125,original,ok
Pasta fresca ravioli rellena de calabaza con cebolla Hacendado,pasta fresca ravioli rellena de calabaza con cebolla hacendado,carbohidratos,286,7,32,13,5.6,4.5,,1.3,273,0.047619,True,0.024476,0.111888,0.045455,original,ok
Pasta fresca ravioli rellena de ricotta y espinacas Hacendado,pasta fresca ravioli rellena de ricotta y espinacas hacendado,carbohidratos,214,7.8,29,7.3,3.6,5.8,,1.8675,212.9,0.005167,True,0.036449,0.135514,0.034112,original,ok
Pasta fresca tagliatelle al huevo Hacendado,pasta fresca tagliatelle al huevo hacendado,proteinas,290,11,54,3.2,1,1,2.6,0.07,288.8,0.004155,True,0.037931,0.186207,0.011034,original,ok
Pasta fresca tortellini rellena de carne Hacendado,pasta fresca tortellini rellena de carne hacendado,carbohidratos,267,11,38,7,2.2,0.7,,1.45,259,0.030888,True,0.041199,0.142322,0.026217,original,ok
Pasta fusilli 100% lentejas rojas Felicia,pasta fusilli 100% lentejas rojas felicia,carbohidratos,334,26,50,1.7,0.4,1.2,7.6,0.01,319.3,0.046038,True,0.077844,0.149701,0.00509,original,ok
Pasta fusilli Armando,pasta fusilli armando,carbohidratos,354,14,70.2,1.3,0.3,3.2,2.7,0.005,348.5,0.015782,True,0.039548,0.198305,0.003672,original,ok
Pasta fusilli sin gluten Felicia,pasta fusilli sin gluten felicia,carbohidratos,341,6.3,73,2,0.5,0.3,2.8,0.01,335.2,0.017303,True,0.018475,0.214076,0.005865,original,ok
Pasta maravilla Hacendado,pasta maravilla hacendado,carbohidratos,361,13,72,1.5,0.3,3.6,3.5,0.01,353.5,0.021216,True,0.036011,0.199446,0.004155,original,ok
Pasta penne Armando,pasta penne armando,carbohidratos,354,14,70.2,1.3,0.3,3.2,2.7,0.005,348.5,0.015782,True,0.039548,0.198305,0.003672,original,ok
Pasta penne rigate Hacendado,pasta penne rigate hacendado,carbohidratos,361,13,72,1.5,0.3,3.6,3.5,0.01,353.5,0.021216,True,0.036011,0.199446,0.004155,original,ok
Pasta tiburón Hacendado,pasta tiburón hacendado,carbohidratos,361,13,72,1.5,0.3,3.6,3.5,0.01,353.5,0.021216,True,0.036011,0.199446,0.004155,original,ok
Pasta tiburón Mac & Cheese Hacendado con salsa de queso,pasta tiburón mac & cheese hacendado con salsa de queso,carbohidratos,152,5.36,24.8,3.28,,,,2.42,150.16,0.012254,True,0.035263,0.163158,0.021579,original,ok
Pasta tortiglioni Armando,pasta tortiglioni armando,carbohidratos,354,14,70.2,1.3,0.3,3.2,2.7,0.005,348.5,0.015782,True,0.039548,0.198305,0.003672,original,ok
Pasta trottole vegetales Hacendado,pasta trottole vegetales hacendado,carbohidratos,362,13,72,1.5,0.3,3,4,,353.5,0.024045,True,0.035912,0.198895,0.004144,original,ok
Pastas de aceite Hacendado,pastas de aceite hacendado,carbohidratos,475,5.8,60,23,3,20,2.1,0.59,470.2,0.010208,True,0.012211,0.126316,0.048421,original,ok
Pastel de atún Hacendado,pastel de atún hacendado,otros,291,9.7,16.4,20.7,2.9,1.7,,1.03,290.7,0.001032,True,0.033333,0.056357,0.071134,original,ok
Pastel de crema 65%,pastel de crema 65%,otros,213,7.1,17.4,13.2,2.6,5.6,2.2,479,216.8,0.017528,True,0.033333,0.08169,0.061972,original,ok
Patas de pollo,patas de pollo,proteinas,776.7,77.7,200,11.1,0,11.1,100,4333.3,1210.7,0.35847,False,0.100039,0.2575,0.014291,original,ok
Patas de pulpo cocido,patas de pulpo cocido,otros,776.7,77.7,200,11.1,0,11.1,100,4333.3,1210.7,0.35847,False,0.100039,0.2575,0.014291,original,ok
Patata,patata,otros,2103.6,25.5,165.7,153.2,19.1,12.8,12.9,1592.9,2143.6,0.01866,True,0.012122,0.07877,0.072828,original,suspicious_values
Patatas,patatas,otros,,,,,,,,,0,,,,,,original,missing_macros
Patatas,patatas,otros,2103.6,25.5,165.7,153.2,19.1,12.8,12.9,1592.9,2143.6,0.01866,True,0.012122,0.07877,0.072828,original,suspicious_values
Patatas bravas con allioli y salsa picante Hacendado,patatas bravas con allioli y salsa picante hacendado,otros,168,2,14,11,1.2,1.5,,0.2175,163,0.030675,True,0.011905,0.083333,0.065476,original,ok
Patatas cocidas Hacendado,patatas cocidas hacendado,otros,53,1.2,11,0,0,1,1.5,0.66,48.8,0.086066,True,0.022642,0.207547,0,original,ok
Patatas con allioli Hacendado,patatas con allioli hacendado,otros,238,1.5,11.1,20.5,1.8,1.3,,0.68,234.9,0.013197,True,0.006303,0.046639,0.086134,original,ok
Patatas especial para freir,patatas especial para freir,otros,2103.6,25.5,165.7,153.2,19.1,12.8,12.9,1592.9,2143.6,0.01866,True,0.012122,0.07877,0.072828,original,suspicious_values
Patatas fritas 0% sal añadida Hacendado,patatas fritas 0% sal añadida hacendado,otros,544,7.1,51,33,4.5,0.5,4.8,0.011,529.4,0.027578,True,0.013051,0.09375,0.060662,original,ok
Patatas fritas clásicas Hacendado,patatas fritas clásicas hacendado,otros,558,6.7,52,35,3.2,0.5,0,1,549.8,0.014915,True,0.012007,0.09319,0.062724,original,ok
Patatas fritas con carne kebab y salsa Hacendado,patatas fritas con carne kebab y salsa hacendado,otros,186,7,16,10,2.1,1,1.7,0.7075,182,0.021978,True,0.037634,0.086022,0.053763,original,ok
Patatas fritas corte ondulado Hacendado,patatas fritas corte ondulado hacendado,otros,550,5.7,53,34,3.4,0.6,4.6,1.2,540.8,0.017012,True,0.010364,0.096364,0.061818,original,ok
Patatas fritas extra crujientes Hacendado,patatas fritas extra crujientes hacendado,otros,497,7.4,55,26,3.3,0.5,5.5,1.3,483.6,0.027709,True,0.014889,0.110664,0.052314,original,ok
Patatas fritas horno y air fryer Hacendado ultracongeladas,patatas fritas horno y air fryer hacendado ultracongeladas,otros,151,2.3,23,5.8,0.7,0.9,2.8,2.2125,153.4,0.015645,True,0.015232,0.152318,0.038411,original,ok
Patatas fritas onduladas sabor jamón serrano Hacendado,patatas fritas onduladas sabor jamón serrano hacendado,otros,2103.6,25.5,165.7,153.2,19.1,12.8,12.9,1592.9,2143.6,0.01866,True,0.012122,0.07877,0.072828,original,suspicious_values
Patatas fritas onduladas sabor queso de cabra y cebolla caramelizada Hacendado,patatas fritas onduladas sabor queso de cabra y cebolla caramelizada hacendado,otros,525,6.1,49,33,3,2.4,3.6,3.5,517.4,0.014689,True,0.011619,0.093333,0.062857,original,ok
Patatas fritas paja Hacendado,patatas fritas paja hacendado,otros,545,6.9,51,34,2.9,0,,1.1,537.6,0.013765,True,0.012661,0.093578,0.062385,original,ok
Patatas fritas sabor campestre Hacendado,patatas fritas sabor campestre hacendado,otros,538,6.8,51,33,3,3.4,5.1,1.5,528.2,0.018554,True,0.012639,0.094796,0.061338,original,ok
Patatas fritas sabor chili y lima Hacendado,patatas fritas sabor chili y lima hacendado,otros,494,6.5,57.4,27.8,3.4,2,6.1,0.885,505.8,0.023329,True,0.013158,0.116194,0.056275,original,ok
Patatas fritas sabor sal y vinagre Hacendado,patatas fritas sabor sal y vinagre hacendado,otros,498,7.5,57.4,27.5,3.6,1,4.6,1.6,507.1,0.017945,True,0.01506,0.115261,0.055221,original,ok
